epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,4,,,,,,,0.6666666865348816,0.9563725590705872
0,4,,,0.6267605423927307,,1.0034540891647339,,,
1,9,,,,,,,0.8333333134651184,0.8945572376251221
1,9,,,0.8098591566085815,,0.9311000108718872,,,
2,14,,,,,,,0.8333333134651184,0.8374302983283997
2,14,,,0.8591549396514893,,0.8680416941642761,,,
3,19,,,,,,,0.8333333134651184,0.783122718334198
3,19,,,0.908450722694397,,0.8094456791877747,,,
4,24,,,,,,,0.8888888955116272,0.7317605018615723
4,24,,,0.9295774698257446,,0.7594287991523743,,,
5,29,,,,,,,0.8888888955116272,0.6826854944229126
5,29,,,0.9507042169570923,,0.6990256309509277,,,
6,34,,,,,,,0.8888888955116272,0.6361172795295715
6,34,,,0.9647887349128723,,0.6576303243637085,,,
7,39,,,,,,,0.8888888955116272,0.5923086404800415
7,39,,,0.9577465057373047,,0.6001246571540833,,,
8,44,,,,,,,0.8888888955116272,0.5509639978408813
8,44,,,0.9577465057373047,,0.5554879903793335,,,
9,49,,,,1.0,,0.4888167679309845,,
9,49,,,,,,,0.8888888955116272,0.5123912692070007
9,49,,,0.98591548204422,,0.49445557594299316,,,
10,50,0.9444444179534912,0.46562671661376953,,,,,,
