epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,4,,,,,,,0.6111111044883728,0.9361997246742249
0,4,,,0.4577464759349823,,1.0440822839736938,,,
1,9,,,,,,,0.6111111044883728,0.8672345876693726
1,9,,,0.591549277305603,,0.9628800749778748,,,
2,14,,,,,,,0.6666666865348816,0.8046048283576965
2,14,,,0.6408450603485107,,0.9082838296890259,,,
3,19,,,,,,,0.8888888955116272,0.7465123534202576
3,19,,,0.6901408433914185,,0.8429785370826721,,,
4,24,,,,,,,0.8888888955116272,0.6934436559677124
4,24,,,0.7464788556098938,,0.7684102654457092,,,
5,29,,,,,,,0.9444444179534912,0.6436018943786621
5,29,,,0.8098591566085815,,0.7101443409919739,,,
6,34,,,,,,,0.9444444179534912,0.5962934494018555
6,34,,,0.8309859037399292,,0.6531949043273926,,,
7,39,,,,,,,0.9444444179534912,0.5525638461112976
7,39,,,0.9014084339141846,,0.605783998966217,,,
8,44,,,,,,,0.9444444179534912,0.5119833946228027
8,44,,,0.8591549396514893,,0.5790076851844788,,,
9,49,,,,1.0,,0.4212695062160492,,
9,49,,,,,,,0.9444444179534912,0.4746004343032837
9,49,,,0.8943662047386169,,0.5366458892822266,,,
10,50,0.8333333134651184,0.46159425377845764,,,,,,
