epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,4,,,,,,,0.3333333432674408,1.0708889961242676
0,4,,,0.246478870511055,,1.1508151292800903,,,
1,9,,,,,,,0.6111111044883728,0.9921585917472839
1,9,,,0.4084506928920746,,1.0520776510238647,,,
2,14,,,,,,,0.7222222089767456,0.92121422290802
2,14,,,0.5422534942626953,,0.9820317029953003,,,
3,19,,,,,,,0.7222222089767456,0.8558676242828369
3,19,,,0.7394366264343262,,0.9177448153495789,,,
4,24,,,,,,,0.7777777910232544,0.7954477667808533
4,24,,,0.8098591566085815,,0.8456364870071411,,,
5,29,,,,,,,0.7777777910232544,0.7388395667076111
5,29,,,0.908450722694397,,0.7789140343666077,,,
6,34,,,,,,,0.7777777910232544,0.6859841346740723
6,34,,,0.9507042169570923,,0.7004483938217163,,,
7,39,,,,,,,0.8333333134651184,0.6357872486114502
7,39,,,0.9436619877815247,,0.6616305112838745,,,
8,44,,,,,,,0.8333333134651184,0.5891492366790771
8,44,,,0.9718309640884399,,0.605103611946106,,,
9,49,,,,1.0,,0.505568265914917,,
9,49,,,,,,,0.8333333134651184,0.5467934012413025
9,49,,,0.9718309640884399,,0.5510188341140747,,,
10,50,1.0,0.46902555227279663,,,,,,
