epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,22,,,,,,,0.3222222328186035,2.143476963043213
0,22,,,0.1944444477558136,,2.2351291179656982,,,
1,45,,,,,,,0.31111112236976624,2.020098924636841
1,45,,,0.3055555522441864,,2.0816335678100586,,,
2,49,,,,0.4375,,1.876485824584961,,
2,68,,,,,,,0.31111112236976624,1.9235024452209473
2,68,,,0.3194444477558136,,1.9539167881011963,,,
3,91,,,,,,,0.3444444537162781,1.8474040031433105
3,91,,,0.35277777910232544,,1.8515123128890991,,,
4,99,,,,0.375,,1.7712894678115845,,
4,114,,,,,,,0.35555556416511536,1.7865203619003296
4,114,,,0.3513889014720917,,1.786097526550293,,,
5,137,,,,,,,0.35555556416511536,1.7360914945602417
5,137,,,0.3819444477558136,,1.7121437788009644,,,
6,149,,,,0.3125,,1.7635191679000854,,
6,160,,,,,,,0.3777777850627899,1.6948109865188599
6,160,,,0.39027777314186096,,1.6612756252288818,,,
7,183,,,,,,,0.3777777850627899,1.6612224578857422
7,183,,,0.41111111640930176,,1.6245723962783813,,,
8,199,,,,0.5625,,1.4199068546295166,,
8,206,,,,,,,0.3888888955116272,1.625685453414917
8,206,,,0.4333333373069763,,1.5867936611175537,,,
9,229,,,,,,,0.3888888955116272,1.601293921470642
9,229,,,0.4555555582046509,,1.5443369150161743,,,
10,230,0.4333333373069763,1.6228243112564087,,,,,,
