epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,4,,,,,,,0.6111111044883728,1.0372591018676758
0,4,,,0.5,,1.0920844078063965,,,
1,9,,,,,,,0.6666666865348816,0.9626599550247192
1,9,,,0.591549277305603,,1.0215917825698853,,,
2,14,,,,,,,0.7222222089767456,0.8944222927093506
2,14,,,0.6126760840415955,,0.9542986154556274,,,
3,19,,,,,,,0.7777777910232544,0.8303042054176331
3,19,,,0.7042253613471985,,0.8673893809318542,,,
4,24,,,,,,,0.8333333134651184,0.7687509059906006
4,24,,,0.8450704216957092,,0.798566997051239,,,
5,29,,,,,,,0.8888888955116272,0.7113239765167236
5,29,,,0.8873239159584045,,0.7587918639183044,,,
6,34,,,,,,,0.8888888955116272,0.6571242809295654
6,34,,,0.9366196990013123,,0.6783519387245178,,,
7,39,,,,,,,0.9444444179534912,0.6052387952804565
7,39,,,0.9436619877815247,,0.6263958811759949,,,
8,44,,,,,,,0.9444444179534912,0.5566219687461853
8,44,,,0.9788732528686523,,0.5764164328575134,,,
9,49,,,,0.9285714030265808,,0.5938247442245483,,
9,49,,,,,,,1.0,0.5119016170501709
9,49,,,0.9718309640884399,,0.5339864492416382,,,
10,50,0.9444444179534912,0.4914802312850952,,,,,,
