epoch,step,test_accuracy,test_f1,test_loss,test_precision,test_recall,train_accuracy_epoch,train_accuracy_step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,train_precision_epoch,train_precision_step,train_recall_epoch,train_recall_step,val_accuracy,val_f1,val_loss,val_precision,val_recall
19,449,,,,,,,0.46875,,0.3955176770687103,,1.311664342880249,,0.42239582538604736,,0.46875,,,,,
19,459,,,,,,,,,,,,,,,,0.5277777910232544,0.4789241552352905,1.3887581825256348,0.47883594036102295,0.5277777910232544
19,459,,,,,,0.5055555701255798,,0.46677008271217346,,1.404279351234436,,0.5163854956626892,,0.5055555701255798,,,,,,
20,482,,,,,,,,,,,,,,,,0.5277777910232544,0.4789241552352905,1.3754090070724487,0.47883594036102295,0.5277777910232544
20,482,,,,,,0.519444465637207,,0.48544374108314514,,1.3886685371398926,,0.5490025281906128,,0.519444465637207,,,,,,
21,499,,,,,,,0.4375,,0.43697917461395264,,1.5601327419281006,,0.6625000238418579,,0.4375,,,,,
21,505,,,,,,,,,,,,,,,,0.5555555820465088,0.5061728358268738,1.3686670064926147,0.5158730149269104,0.5555555820465088
21,505,,,,,,0.5180555582046509,,0.4836055040359497,,1.3740731477737427,,0.5405131578445435,,0.5180555582046509,,,,,,
22,528,,,,,,,,,,,,,,,,0.5277777910232544,0.4789241552352905,1.3623968362808228,0.47883594036102295,0.5277777910232544
22,528,,,,,,0.5180555582046509,,0.4852598309516907,,1.3587976694107056,,0.535306990146637,,0.5180555582046509,,,,,,
23,549,,,,,,,0.53125,,0.4876384139060974,,1.3782901763916016,,0.4635416567325592,,0.53125,,,,,
23,551,,,,,,,,,,,,,,,,0.5,0.46377265453338623,1.355494737625122,0.46891534328460693,0.5
23,551,,,,,,0.5236111283302307,,0.4915305972099304,,1.3621128797531128,,0.5317123532295227,,0.5236111283302307,,,,,,
24,574,,,,,,,,,,,,,,,,0.5555555820465088,0.522554874420166,1.3495287895202637,0.5596560835838318,0.5555555820465088
24,574,,,,,,0.5416666865348816,,0.5154203772544861,,1.3451699018478394,,0.5692073702812195,,0.5416666865348816,,,,,,
25,597,,,,,,,,,,,,,,,,0.5,0.47275134921073914,1.3469407558441162,0.4953703284263611,0.5
25,597,,,,,,0.5458333492279053,,0.5234072804450989,,1.340340495109558,,0.5733688473701477,,0.5458333492279053,,,,,,
26,599,,,,,,,0.4375,,0.43937140703201294,,1.479306936264038,,0.5645833611488342,,0.4375,,,,,
26,620,,,,,,,,,,,,,,,,0.5277777910232544,0.5063932538032532,1.3393075466156006,0.5490740537643433,0.5277777910232544
26,620,,,,,,0.5361111164093018,,0.5131118893623352,,1.3417123556137085,,0.5845214128494263,,0.5361111164093018,,,,,,
27,643,,,,,,,,,,,,,,,,0.5277777910232544,0.5332452058792114,1.335951805114746,0.5907407402992249,0.5277777910232544
27,643,,,,,,0.5416666865348816,,0.5193358659744263,,1.3182398080825806,,0.5811653137207031,,0.5416666865348816,,,,,,
28,649,,,,,,,0.625,,0.6016025543212891,,1.1836134195327759,,0.6082589030265808,,0.625,,,,,
28,666,,,,,,,,,,,,,,,,0.5555555820465088,0.5533750057220459,1.3288413286209106,0.6050264835357666,0.5555555820465088
28,666,,,,,,0.5305555462837219,,0.504259467124939,,1.3247535228729248,,0.5478102564811707,,0.5305555462837219,,,,,,
29,689,,,,,,,,,,,,,,,,0.5555555820465088,0.5441157817840576,1.3265671730041504,0.5911375880241394,0.5555555820465088
29,689,,,,,,0.5305555462837219,,0.5158657431602478,,1.3262473344802856,,0.5936540961265564,,0.5305555462837219,,,,,,
30,699,,,,,,,0.40625,,0.36770832538604736,,1.536177396774292,,0.36101189255714417,,0.40625,,,,,
30,712,,,,,,,,,,,,,,,,0.5555555820465088,0.5533750057220459,1.3288766145706177,0.6050264835357666,0.5555555820465088
30,712,,,,,,0.5361111164093018,,0.5113151669502258,,1.3186477422714233,,0.5537464022636414,,0.5361111164093018,,,,,,
31,735,,,,,,,,,,,,,,,,0.5555555820465088,0.5533750057220459,1.324233889579773,0.6050264835357666,0.5555555820465088
31,735,,,,,,0.5305555462837219,,0.5045324563980103,,1.2943129539489746,,0.555655837059021,,0.5305555462837219,,,,,,
32,749,,,,,,,0.3125,,0.2953124940395355,,1.6607400178909302,,0.3177083432674408,,0.3125,,,,,
32,758,,,,,,,,,,,,,,,,0.5833333134651184,0.6038801074028015,1.3164000511169434,0.6685185432434082,0.5833333134651184
32,758,,,,,,0.5222222208976746,,0.5054275393486023,,1.3031271696090698,,0.5681735277175903,,0.5222222208976746,,,,,,
33,781,,,,,,,,,,,,,,,,0.6111111044883728,0.62671959400177,1.3101876974105835,0.6935185194015503,0.6111111044883728
33,781,,,,,,0.5583333373069763,,0.5422673225402832,,1.2881232500076294,,0.6077297925949097,,0.5583333373069763,,,,,,
34,799,,,,,,,0.53125,,0.4671016335487366,,1.2688944339752197,,0.5732638835906982,,0.53125,,,,,
34,804,,,,,,,,,,,,,,,,0.5555555820465088,0.5677689909934998,1.3114968538284302,0.6407407522201538,0.5555555820465088
34,804,,,,,,0.5458333492279053,,0.5291998982429504,,1.2861576080322266,,0.588410496711731,,0.5458333492279053,,,,,,
35,827,,,,,,,,,,,,,,,,0.5,0.5008818507194519,1.3076682090759277,0.5833333134651184,0.5
35,827,,,,,,0.5458333492279053,,0.5302344560623169,,1.2892365455627441,,0.583880603313446,,0.5458333492279053,,,,,,
36,849,,,,,,,0.5,,0.44756942987442017,,1.5429821014404297,,0.48229166865348816,,0.5,,,,,
36,850,,,,,,,,,,,,,,,,0.5833333134651184,0.5927689671516418,1.3115729093551636,0.654629647731781,0.5833333134651184
36,850,,,,,,0.5527777671813965,,0.5222877860069275,,1.2741506099700928,,0.5766016244888306,,0.5527777671813965,,,,,,
37,873,,,,,,,,,,,,,,,,0.5555555820465088,0.5699294805526733,1.3056855201721191,0.6296296119689941,0.5555555820465088
37,873,,,,,,0.5736111402511597,,0.5520579814910889,,1.2681037187576294,,0.6162790656089783,,0.5736111402511597,,,,,,
38,896,,,,,,,,,,,,,,,,0.5277777910232544,0.5338183641433716,1.3072590827941895,0.6018518209457397,0.5277777910232544
38,896,,,,,,0.5625,,0.5462990403175354,,1.264343023300171,,0.6107540130615234,,0.5625,,,,,,
39,899,,,,,,,0.53125,,0.5458333492279053,,1.2834495306015015,,0.676562488079071,,0.53125,,,,,
39,919,,,,,,,,,,,,,,,,0.5555555820465088,0.5709435939788818,1.2982255220413208,0.6499999761581421,0.5555555820465088
39,919,,,,,,0.5805555582046509,,0.5602584481239319,,1.251745581626892,,0.6001482009887695,,0.5805555582046509,,,,,,
40,942,,,,,,,,,,,,,,,,0.5555555820465088,0.5709435939788818,1.2960280179977417,0.6499999761581421,0.5555555820465088
40,942,,,,,,0.5638889074325562,,0.545814037322998,,1.2678173780441284,,0.5982909202575684,,0.5638889074325562,,,,,,
41,949,,,,,,,0.5625,,0.5741357803344727,,1.3064615726470947,,0.6549479365348816,,0.5625,,,,,
41,965,,,,,,,,,,,,,,,,0.5277777910232544,0.5348324775695801,1.2905070781707764,0.6222221851348877,0.5277777910232544
41,965,,,,,,0.5777778029441833,,0.5685553550720215,,1.2684931755065918,,0.6092482805252075,,0.5777778029441833,,,,,,
42,988,,,,,,,,,,,,,,,,0.5555555820465088,0.5632275342941284,1.2906253337860107,0.6657407283782959,0.5555555820465088
42,988,,,,,,0.5638889074325562,,0.548168957233429,,1.246598482131958,,0.6161887645721436,,0.5638889074325562,,,,,,
43,999,,,,,,,0.53125,,0.5239335298538208,,1.2568432092666626,,0.565625011920929,,0.53125,,,,,
43,1011,,,,,,,,,,,,,,,,0.5555555820465088,0.5598324537277222,1.2937575578689575,0.6361110806465149,0.5555555820465088
43,1011,,,,,,0.5708333253860474,,0.553804337978363,,1.2404720783233643,,0.6064335107803345,,0.5708333253860474,,,,,,
44,1034,,,,,,,,,,,,,,,,0.5555555820465088,0.5709435939788818,1.2897989749908447,0.6499999761581421,0.5555555820465088
44,1034,,,,,,0.5763888955116272,,0.5662814378738403,,1.2318676710128784,,0.6341089010238647,,0.5763888955116272,,,,,,
45,1049,,,,,,,0.5625,,0.5304924249649048,,1.3551634550094604,,0.5379464030265808,,0.5625,,,,,
45,1057,,,,,,,,,,,,,,,,0.5555555820465088,0.5709435939788818,1.2895913124084473,0.6499999761581421,0.5555555820465088
45,1057,,,,,,0.581944465637207,,0.5662424564361572,,1.2417550086975098,,0.6350485682487488,,0.581944465637207,,,,,,
46,1080,,,,,,,,,,,,,,,,0.6111111044883728,0.6158609986305237,1.2813706398010254,0.7014549970626831,0.6111111044883728
46,1080,,,,,,0.5736111402511597,,0.5570420026779175,,1.232570767402649,,0.614038348197937,,0.5736111402511597,,,,,,
47,1099,,,,,,,0.625,,0.5932692289352417,,1.2034952640533447,,0.6875,,0.625,,,,,
47,1103,,,,,,,,,,,,,,,,0.6111111044883728,0.6158609986305237,1.2831850051879883,0.7014549970626831,0.6111111044883728
47,1103,,,,,,0.5680555701255798,,0.5561962723731995,,1.2388179302215576,,0.6070523858070374,,0.5680555701255798,,,,,,
48,1126,,,,,,,,,,,,,,,,0.5833333134651184,0.5961639881134033,1.2792859077453613,0.6796296238899231,0.5833333134651184
48,1126,,,,,,0.5680555701255798,,0.5559509992599487,,1.2376952171325684,,0.6266534328460693,,0.5680555701255798,,,,,,
49,1149,,,,,,,0.5625,,0.5375000238418579,,1.4741274118423462,,0.6979166865348816,,0.5625,,,,,
49,1149,,,,,,,,,,,,,,,,0.6111111044883728,0.6158609986305237,1.2798199653625488,0.7014549970626831,0.6111111044883728
49,1149,,,,,,0.5805555582046509,,0.5571383237838745,,1.2447683811187744,,0.6049454212188721,,0.5805555582046509,,,,,,
50,1150,0.6180555820465088,0.5968709588050842,1.2031959295272827,0.6399304866790771,0.6180555820465088,,,,,,,,,,,,,,,
