epoch,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,4,,,,,,,0.5555555820465088,0.9792134165763855
0,4,,,0.3802816867828369,,1.0345492362976074,,,
1,9,,,,,,,0.6666666865348816,0.9023317694664001
1,9,,,0.577464759349823,,0.9360733032226562,,,
2,14,,,,,,,0.7777777910232544,0.8302884101867676
2,14,,,0.6830986142158508,,0.8670471906661987,,,
3,19,,,,,,,0.8333333134651184,0.7647519707679749
3,19,,,0.7464788556098938,,0.8107370734214783,,,
4,24,,,,,,,0.9444444179534912,0.7055893540382385
4,24,,,0.8380281925201416,,0.7397624850273132,,,
5,29,,,,,,,0.9444444179534912,0.6525108218193054
5,29,,,0.8802816867828369,,0.6684790849685669,,,
6,34,,,,,,,0.9444444179534912,0.602509617805481
6,34,,,0.908450722694397,,0.6190980672836304,,,
7,39,,,,,,,0.9444444179534912,0.5564367771148682
7,39,,,0.9436619877815247,,0.5821163654327393,,,
8,44,,,,,,,0.9444444179534912,0.5141215324401855
8,44,,,0.9647887349128723,,0.5205864310264587,,,
9,49,,,,0.9285714030265808,,0.48292893171310425,,
9,49,,,,,,,0.9444444179534912,0.474774032831192
9,49,,,0.9507042169570923,,0.5000288486480713,,,
10,50,1.0,0.3985854685306549,,,,,,
